Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Tipo acabado de piso cerámica,Vigilancia 24hrs,Tipo de piso en alcobas laminado,Tipo de cocina paralela,Equipado / amoblado,Tipo de piso en estudio laminado,Ubicado en edificio,Chimenea,Terraza/Balcón terraza,Cocina integral,Esquinero,Cerca colegios / universidades,Cerca supermercados,Características del parqueadero cubierto,Tipo de piso en comedor laminado,Portería,Número de líneas teléfonicas 0,Tipo de estufa gas,Citófonos,Terraza/Balcón balcón,Piso en baldosa,Tipo acabado de piso laminado,Closets 4,Zonas verdes,Vigilancia,Tipo de casa condominio,Número de local 0,Parqueadero visitantes,Tipo de piso en estudio cerámica,Con terraza,Patio,Hall de alcobas,Estudio o biblioteca,Apto para niños,Piscina,Cuarto de servicio,Jacuzzi,Piso 2,Cocina tipo americano,Lote vacio,Sobre vía principal,Jardín,Piso 4,Piso 5,Instalación de gas natural,Deposito 0,Zona para niños,Zona de lavandería,Vigilancia 0,Tipo de parqueadero propio,Tipo de cocina lineal,Comedor auxiliar,Cerca parques,Calefacción,Gimnasio,Tipo de piso en sala cerámica,Tipo de piso en comedor cerámica,Tipo de casa tradicional,Tipo de cortinas persianas,Tipo de cocina abierta,Deposito 1,Salón comunal,Piso 1,Zona campestre,Tipo de comedor comedor independiente,Número de Ascensores 0,Circuito cerrado de TV,Zona residencial,Alarma,Zona comercial,Acceso para discapacitados,Zona de BBQ,Baño auxiliar,Tipo de lote lote vacío,Piso en porcelanato,Sauna / turco,Baños de servicio,Piso en madera,Calentador gas,Tipo de local en centro comercial,Vista panorámica,Conjunto cerrado,Cerca transporte público,Sobre vía secundaria,Tipo de piso en sala laminado,Ascensor,Depósito o cuarto útil,Cerca centros comerciales,Piso 0,Parqueadero cubierto,Tipo de comedor sala comedor,Número de Ascensores 1,Piso 3,Vista exterior,date,city
"Apartamento en Venta, Santa Catalina",38-M4033833,Santa Catalina,5.570193,-73.336546,apartamento,$295.000.000,Entre 0 y 5 años,72 m²,72 m²,$159.00 ,"Hermoso apartamento en TORRES DE SAN FELIPE, piso 7, exterior, esquinero. Cuenta con 72 metros, amplia zona social con balcón, comedor integrada a la cocina, zona de lavandería, 3 habitaciones con closet, la principal con baño y closet y balcón, Amplio estacionamiento independiente,  deposito grande. Conjunto con piscina, canchas múltiples, gimnasio, salón social y de juegos. ",4,3,2,"['Apto para niños', 'Citófonos', 'Tipo de cortinas persianas', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 3', 'Piso 7', 'Se permite fumar', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor laminado', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala laminado', 'Vista exterior', 'Area Terraza/Balcón 7 m²', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 2', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']","['Apto para niños', 'Citófonos', 'Tipo de cortinas persianas', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 3', 'Piso 7', 'Se permite fumar', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor laminado', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala laminado', 'Vista exterior', 'Area Terraza/Balcón 7 m²', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 2', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']",0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,10/3/2023,tunja
"Casa en Venta, Libertador ",MC4574552,Libertador ,5.521548,-73.368256,apartamento,$260.000.000,Entre 10 y 20 años,200 m²,100 m²,1,Toda la información al número correspondiente.,2,5,3,"['Características del parqueadero cubierto', 'Zona de lavandería', 'Piso 2', 'Tipo de parqueadero propio']","['Características del parqueadero cubierto', 'Zona de lavandería', 'Piso 2', 'Tipo de parqueadero propio']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Tunja",10159-M4503712,Tunja,na,na,apartamento,$215.000.000,Entre 5 y 10 años,30.73 m²,46.95 m²,$120.00 ,"Código 6791FR948 Apartamento ubicado en un cuarto piso torre, Barrio Caminitos de Oicatá 2, El apartamento cuenta con excelente iluminación, en las habitaciones,  tiene sala comedor. Cuenta con cocina estilo americano, las habitaciones tienen bastante iluminación y vista exterior. el conjunto cuenta con zonas sociales, parqueadero de visitantes, salón comunal,, parque, zonas verdes, acceso cercano a transporte público. Sector seguro, tranquilo y cercano a bosques, en zona de desarrollo. 
",4,2,1,"['Baño auxiliar', 'Alarma', 'Citófonos', 'Cocina tipo americano', 'Vigilancia', 'Zona de lavandería', 'Piso 4', 'Deposito 1', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Con terraza', 'Conjunto cerrado', 'Portería', 'Vivienda bifamiliar', 'Salón comunal', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal']","['Baño auxiliar', 'Alarma', 'Citófonos', 'Cocina tipo americano', 'Vigilancia', 'Zona de lavandería', 'Piso 4', 'Deposito 1', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Con terraza', 'Conjunto cerrado', 'Portería', 'Vivienda bifamiliar', 'Salón comunal', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, CENTRO",11295-M3488284,CENTRO,5.532949,-73.360721,apartamento,$400.000.000,Entre 0 y 5 años,162 m²,162 m²,,"Casa a 2 minutos del Centro histórico de Tunja y cerca de La Plaza Real. Cuenta con un área 162 m² de los cuales 112 m² están construidos. Consta de dos pisos distribuidos de la siguiente forma: Primer piso tiene sala-comedor, cocina, patio de ropas de dos niveles baño social, 1 habitación y cuarto auxiliar. En el segundo piso cuenta con 1 habitación principal con excelente iluminación, baño privado, 2 habitaciones y 1 baño social. Adicionalmente, la propiedad es apta para construir y realizar las modificaciones que se deseen y puede ser usada también con fines comerciales.",3,4,3,"['Zona de lavandería', 'Tipo de casa tradicional']","['Zona de lavandería', 'Tipo de casa tradicional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, PUENTE HAMACA",11295-M3572887,PUENTE HAMACA,5.530194,-73.327229,apartamento,$850.000.000,Entre 5 y 10 años,280 m²,5380 m²,4,"Pertenece al municipio de Soracá ubicada  a pocos metros del campo de golf Potrerillo en un lugar de alto desarrollo cerca al Nuevo Terminal de Tunja y a la 10 minutos de la Casa del Gobernador, con un área de 5380 metros y 280 metros construidos. Cuenta con: 5 habitaciones con baño y closets de pared a pared, (la habitación principal con Vestier) 6 baños en total. Patio de ropas Cocina integral con mesón de mármol. Alacena interna Depósito interno Sala comedor Sala auxiliar de tv Garaje con capacidad para 10 vehículos Puerta eléctrica Ventanales de seguridad (todos equipados con blackout o persiana de panel) Nacimiento propio de agua y tanque de reserva. Cuenta con una excelente vista.",3,5,5,"['Zona de lavandería', 'Tipo de casa condominio']","['Zona de lavandería', 'Tipo de casa condominio']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Tunja",10159-M4050987,Tunja,na,na,apartamento,$138.000.000,Entre 0 y 5 años,34.63 m²,31 m²,$86.00 ,"Código 6210FR819 Venta de espectacular aparta estudio en una de las zonas más cotizadas de la ciudad, ubicado a pocas cuadras de la universidad Santo Tomas, Clínica Materno Infantil, Centro Comercial Viva, con fácil acceso de transporte público; consta de una alcoba con closet y baño, cocina integral, sala-comedor y zona de lavandería, lo mejor de todo es negociable...

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",5,1,1,"['Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 2', 'Tipo acabado de piso cerámica', 'Ascensor', 'Circuito cerrado de TV', 'Con terraza', 'Vista panorámica', 'Portería', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 2', 'Tipo acabado de piso cerámica', 'Ascensor', 'Circuito cerrado de TV', 'Con terraza', 'Vista panorámica', 'Portería', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Local Comercial en Venta, Centro Comercial RYO",11295-M3608793,Centro Comercial RYO,,,local,$40.606.798,Entre 5 y 10 años,15 m²,15 m²,,Gran oportunidad. Venta de local comercial ubicado en el centro comercial RYO en la plazoleta de comidas. Cuenta con un área privada de 15m² enfocado a la comercialización de alimentos y bebidas. El lugar tiene alto flujo de personas lo que aporta al desarrollo comercial de los negocios. ,4,,,"['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial']","['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, La Maria",10159-M4536832,La Maria,5.550589,-73.359307,apartamento,$220.000.000,Entre 0 y 5 años,64 m²,62 m²,$178.00 ,"Código 6891FR971  Venta de hermoso apartamento en el conjunto residencial Torres de Sión, a dos minutos de la Universidad Pedagógica  y Tecnológica de Colombia, de la Clínica Sanitas, Colsubsidio y centro Comercial la Sexta, ubicado en un tercer piso con un área de sesenta y cuatro metros cuadrados, consta de dos habitaciones, la principal con baño privado y balcón, baño social, zona de estudio, Sala-comedor, Cocina integral con gas natural y calentador, zona de lavandería, pisos laminados y parqueadero, el conjunto residencial cuenta con ascensor, Salón Social, Cancha de baloncesto, futbol, GYM al aire libre y portería con vigilancia las veinticuatro horas.

Se entrega encortinado y lo mejor de todo es que es negociable, ¡qué esperas!!!!  si requieres más información contáctanos...
",4,2,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,10/3/2023,tunja
"Apartamento en Venta, La Maria",MC4581974,La Maria,5.550589,-73.359307,apartamento,$250.000.000,Entre 0 y 5 años,76 m²,76 m²,2,"VENDO EXCELENTE APARTAMENTO UBICADO CERCA A LA UNIVERSIDAD UPTC. Ubicada en un cuarto piso sala comedor amplia, cocina integral, zona de ropas, zona de estudio, dos alcobas con closet, baño privado, baño social, dos parqueaderos, deposito. Conjunto cuenta con canchas de básquetbol , gimnasio, salón social, parque infantil.",4,2,2,"['Baño auxiliar', 'Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en madera', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Ascensor', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en madera', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Ascensor', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Mirador Escandinavo",MC4600688,Mirador Escandinavo,5.524651,-73.372633,apartamento,$170.000.000,Más de 20 años,90 m²,90 m²,1,"Esta ubicada en el barrio Mirador Escandinavo, a 5 minutos del centro, transporte publico pasa frente a la casa, a 4 cuadras del colegio Inem. Consta de: En el primer piso: Sala, comedor, cocina semi integral, patio de ropas, baño auxiliar y cuarto de servicio. En el segundo piso: 4 habitaciones(pisos alfombrados) y baño principal. Al ser esquinera cuenta con dos frentes y excelente iluminación. ",2,5,2,"['Baño auxiliar', 'Características del parqueadero exterior', 'Cuarto de servicio', 'Estudio o biblioteca', 'Piso en alfombra', 'Piso 2', 'Tipo de parqueadero comunal', 'Parqueadero visitantes', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Características del parqueadero exterior', 'Cuarto de servicio', 'Estudio o biblioteca', 'Piso en alfombra', 'Piso 2', 'Tipo de parqueadero comunal', 'Parqueadero visitantes', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Local Comercial en Venta, Centro Comercial Ryo",11295-M3544558,Centro Comercial Ryo,,,local,$40.606.798,Entre 5 y 10 años,15 m²,15 m²,,"Excelente local, ubicado en el centro comercial RYO  en la plazoleta de comidas, con un área de 15m2, se encuentra con adecuaciones como: piso en cerámica, división en drywall para el área de cocina, cocina integral en L con mesón en acero inoxidable, punto cero para extractor de olores, con algunas paredes enchapadas. La copropiedad cuenta con zona de comidas adecuada, zonas comunes, bahía de parqueo, supermercado, club de bolos y gimnasio entre otros; ubicado en excelente zona de Tunja. Cerca a universidades y sector de medicina.",4,,,"['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial']","['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, El roble",MC4585290,El roble,5.531461,-73.367862,apartamento,$150.000.000,Entre 5 y 10 años,47 m²,42 m²,,"Se vende apartamento en zona norte de la ciudad de tunja, cerca a la universidad uptc, a centros comerciales y a escuelas, zonas verdes y parque infantil, zona bbq, conjunto abierto, no se paga administración, los recibos llegan muy económicos, se ubica en un quinto piso. ",2,2,1,"['Piso en baldosa', 'Piso en madera', 'Piso 5', 'Parqueadero visitantes', 'Cancha(s) de fútbol', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Piso en baldosa', 'Piso en madera', 'Piso 5', 'Parqueadero visitantes', 'Cancha(s) de fútbol', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Las Nieves",10159-M4278223,Las Nieves,5.537379,-73.357397,apartamento,$120.000.000,Entre 5 y 10 años,37 m²,34 m²,$37.00 ,"Código 6565FR220 Excelente oportunidad de adquirir apartaestudio cerca al centro de la ciudad de Tunja, de la universidad Antonio Nariño y a pocas cuadras de la facultad de medicina, con fácil acceso de transporte público; consta de una alcoba con closet y baño privado, cocina integral, sala-comedor y zona de lavandería.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…

 
",4,1,1,"['Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Circuito cerrado de TV', 'Vista panorámica', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Circuito cerrado de TV', 'Vista panorámica', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10/3/2023,tunja
"Apartamento en Venta, Mesopotamia",10159-M4578888,Mesopotamia,5.545703,-73.35434,apartamento,$435.000.000,Entre 10 y 20 años,116.42 m²,110.05 m²,$342.00 ,"Código 6961FR343 Excelente oportunidad de adquirir apartamento en uno de los sectores más cotizados de la ciudad de Tunja, con fácil acceso de transporte público; consta de tres alcobas con closet, la habitación principal con baño privado y jacuzzi, baño social, cuarto de estudio con baño privado, cocina integral, sala-comedor, zona de lavandería, depósito y garaje, el conjunto cuenta con ascensor, salón social y vigilancia las veinticuatro horas.

Si gusta el apartamento se vende con tres parqueaderos y tres depósitos, precio negociable, no pierdas esta excelente oportunidad, quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",5,3,3,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Jacuzzi', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Jacuzzi', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
