Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Esquinero,Piso 0,Portería,Zona comercial,Patio,Tipo de piso en sala cerámica,Ascensor,Cerca centros comerciales,Número de local 0,Chimenea,Parqueadero visitantes,Vigilancia,Tipo de piso en comedor cerámica,Piso 5,Piso 2,Area lote 300 m²,Tipo de cortinas persianas,Jacuzzi,Cocina tipo americano,Closets 4,Ubicado en edificio,Cerca parques,Depósito o cuarto útil,Número de Ascensores 0,Tipo acabado de piso cerámica,Tipo acabado de piso laminado,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Tipo de piso en sala laminado,Piso en porcelanato,Cerca colegios / universidades,Tipo de comedor sala comedor,Tipo de cocina abierta,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Closets 3,Zonas verdes,Piso 6,Tipo de local en centro comercial,Cerca supermercados,Zona residencial,Piso 3,Número de Ascensores 2,Sobre vía principal,Calentador gas,Número de líneas teléfonicas 0,Número de Ascensores 1,Baño auxiliar,Características del parqueadero descubierto,Zona de lavandería,Tipo de piso en estudio laminado,Tipo de parqueadero propio,Baños de servicio,Piso 4,Piso 1,Zona campestre,Vigilancia 0,Tipo acabado de piso baldosa,Número de local 1,Vivienda bifamiliar,Piso en madera,Salón comunal,Vista panorámica,Tipo de comedor comedor independiente,Equipado / amoblado,Características del parqueadero cubierto,Parqueadero cubierto,Cocina integral,Hall de alcobas,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Con terraza,Zona de BBQ,Tipo de piso en alcobas laminado,Sauna / turco,Lote vacio,Alarma,Instalación de gas natural,Acceso para discapacitados,Cerca transporte público,Gimnasio,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina paralela,Tipo de cocina lineal,Terraza/Balcón balcón,Deposito 0,Tipo de casa condominio,Piscina,date,city
"Apartamento en Venta, CENTRO DE TUNJA",11295-M4299919,CENTRO DE TUNJA,5.532949,-73.360721,apartamento,$320.000.000,Entre 10 y 20 años,150 m²,150 m²,1,"Se vende apartamento en el centro con un espacio adicional de zona privada, consta de 3 habitaciones, 2 baños uno en la habitación principal otro social con excelentes acabados, sala comedor cocina integral y patio de ropas.",3,3,2,"['Zona de lavandería', 'Piso 3', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 3', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Tunja",10159-M4466915,,,,apartamento,$200.000.000,Entre 0 y 5 años,153 m²,150 m²,1,"Código 6783FR605 Excelente oportunidad de adquirir casa con doble acceso, por calle y carrera en el barrio Doña Eva de la ciudad de Tunja, el primer piso se encuentra en obra gris y consta de dos alcobas, baño, sala comedor, cocina, zona de lavandería y garaje, tiene opción para local comercial, el segundo piso se encuentra en obra negra, con cerramiento de muros y columnas con placa aligerada, para tres habitaciones, dos baños, sala comedor, cocina y zona de lavandería, con fácil acceso de transporte público.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,5,3,"['Baño auxiliar', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Area lote 78 m²', 'Baños de servicio', 'Vista panorámica', 'Zonas verdes', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Area lote 78 m²', 'Baños de servicio', 'Vista panorámica', 'Zonas verdes', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, LA FLORIDA",MC4662092,LA FLORIDA,5.513302,-73.367828,apartamento,$120.000.000,Más de 20 años,60.5 m²,56.8 m²,1,"En perfecto estado apartamento con iluminación por oriente y occidente que consta de: 3 habitaciones, 1 baño, sala, comedor, cocina integral, baño con acabados y división en vidrio, calentador a gas, techo cambiado por PVC, puerta de seguridad, sin administración, amplia zonas para parqueadero, zonas deportivas, centro comercial a cien metros, pasa ruta de bus frecuentemente, universidad Juan de Castellanos a CINCO minutos  y  a DIEZ min del centro de la ciudad.",3,3,1,"['Características del parqueadero descubierto', 'Cocina integral', 'Piso en baldosa', 'Zona de lavandería', 'Piso 5', 'Tipo de parqueadero comunal', 'Parqueadero visitantes', 'Cancha(s) de fútbol', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona comercial', 'Zona residencial']","['Características del parqueadero descubierto', 'Cocina integral', 'Piso en baldosa', 'Zona de lavandería', 'Piso 5', 'Tipo de parqueadero comunal', 'Parqueadero visitantes', 'Cancha(s) de fútbol', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona comercial', 'Zona residencial']",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Unicentro",10159-M4662078,Unicentro,5.547044,-73.349235,apartamento,$360.000.000,Entre 5 y 10 años,92 m²,90 m²,$130.00 ,"Código 7070FR324 Excelente oportunidad de adquirir apartamento de noventa y dos metros cuadrados en uno de los sectores más cotizados de la ciudad de Tunja, ubicado en la Avenida Universitaria, cerca de la Universidad Santo Tomas, Makro, Boulevard, Centro comercial Unicentro, estadio de la independencia, cuenta con buen transporte público, el apartamento está ubicado en un tercer piso, consta de tres habitaciones con closet, habitación principal con baño privado y divisiónes en vidrio, cuarto de estudio, sala- comedor con balcón, baño social con división en vidrio, cocina integral, zona de lavandería,  parqueaderos cubierto, el edificio cuenta con Portería, Vigilancia las veinticuatro horas y se entrega encortinado.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",4,3,2,"['Baño auxiliar', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona residencial']","['Baño auxiliar', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona residencial']",0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, GREEN HILLS",11295-M3568648,GREEN HILLS,,,local,$1.564.394.656,Entre 5 y 10 años,766 m²,766 m²,,"Edificio comercial de 3 pisos con una excelente ubicación con vista a la glorieta y a la Av universitaria. Cuenta con ascensor y  derecho exclusivo a la Terraza. El primer piso posee una área de 158,23 mts2  con  un espacio amplio con 2 cubículos, zona de depósito y lavado, el segundo piso con una área  303,99 m2 con  8 cubículos zona de espacio y zona de espera y el tercer con una área 303,99 m2 piso una oficina amplia con 2 terrazas En un sector exclusivo cerca a universidades como Uniboyacá y Santo Tomas y centros comerciales además cerca  a la doble calzada sentido Norte - Sur.",4,,,"['Número de local 0', 'Piso 0', 'Tipo de local en centro comercial']","['Número de local 0', 'Piso 0', 'Tipo de local en centro comercial']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Estadio la independencia",3072-M4127354,estadio la independencia,5.540903,-73.353701,apartamento,$275.000.000,Entre 0 y 5 años,79 m²,79 m²,$180.00 ,"venta hermoso apartamento  tunja 79 mts2, zona der alta valoracion de la ciudad, estadio de la independencia, edificio moderno, cuenta con sala comedor, cocina integral abierta, zona de lavanderia, baño social,  3 habitaciones, ppa con baño privado, parqueadero privado,  mayor informacion llamar a elizabeth cely 316 dos setenta y nueve 77 cuarenta y uno ",4,3,2,"['Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 5', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Vista panorámica', 'Conjunto cerrado', 'Vigilancia 24hrs', 'Sobre vía principal', 'Sobre vía secundaria']","['Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 5', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Vista panorámica', 'Conjunto cerrado', 'Vigilancia 24hrs', 'Sobre vía principal', 'Sobre vía secundaria']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, Vereda Pirgua",10278-M4503656,Vereda Pirgua,,,lote,$4.974.000.000,Entre 0 y 5 años,4974 m²,4974 m²,,"El lote para vender ubicado en Tunja, Boyacá, con área terreno de 4974 M2, área privada de 4974 M2, es una excelente oportunidad para obtener mejores retornos de inversión. Ofrece excelentes características tales como la cercanía a áreas turísticas, bosques nativos, centros comerciales, escuelas y universidades, parques cercanos, una vía principal con el que nos podemos conectar con el transporte público, una zona comercial, una zona industrial, una zona residencial, zonas deportivas, y zonas verdes. Todo esto disponible con un fácil acceso pavimentado.

Esta excelente propiedad de 4974 M2 ofrece una amplia cantidad de beneficios como la versatilidad para desarrollar cualquier proyecto inmobiliario. La amplia colección de áreas cercanas al inmueble destaca su posición central y la facilidad para el tránsito entre zonas. El lote se encuentra rodeado por áreas verdes y amplias vistas sin construcciones directamente alrededor, proporcionando una gran cantidad de privacida",4,,,"['Area lote 4974 m²', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal']","['Area lote 4974 m²', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Santa Ines",10159-M4581788,Santa Ines,5.549867,-73.349379,apartamento,$420.000.000,Más de 20 años,157 m²,160 m²,1,"CODIGO 696FR5491 Casa con excelente ubicacion en el Barrio Santa ines,  cerca a centro comercial Unicentro, centro comercial Viva, Makro, Bulevard, y Santa ines; Universidades UPTC y Santa Tomas; Colegios y comercio en general, buen transporte publico y vias de acceso.La casa consta de dos pisos remodelada totalmente hace seis meses primer piso garaje, sala comedor, cocina tipo americana con barra, area de ropas, jardin interior, baño social  y estudio; en el segundo piso Habitacion principal con baño privado, dos habitaciones y baño. Las habitaciones estan equipadas con closet en madera laminada, al igual que el armario del garaje y el mueble biclioteca del estudio.

 

 
",4,3,3,"['Baño auxiliar', 'Cocina tipo americano', 'Estudio o biblioteca', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Area lote 86 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca parques', 'Zona residencial']","['Baño auxiliar', 'Cocina tipo americano', 'Estudio o biblioteca', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Area lote 86 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca parques', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Tunja",10159-M4500954,,,,apartamento,$300.000.000,Más de 20 años,140 m²,135 m²,1,"Código 6827FR286 Excelente oportunidad de adquirir casa en la ciudad de Tunja con fácil acceso de transporte público; a pocas cuadras del centro de la ciudad, de la avenida principal y parques, la casa consta de tres alcobas con closet, la habitación principal cuenta con baño privado con jacuzzi, dos baños sociales, cocina integral, sala-comedor, amplio patio de ropas, depósito, garaje y jardín, se entrega encortinado y con lámparas, lo mejor de todo... es negociable…

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,3,3,"['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Comedor auxiliar', 'Jacuzzi', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 78 m²', 'Baños de servicio', 'Jardín', 'Vista panorámica', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Zonas verdes', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Comedor auxiliar', 'Jacuzzi', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 78 m²', 'Baños de servicio', 'Jardín', 'Vista panorámica', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Zonas verdes', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, UNICENTRO",11295-M3470195,UNICENTRO,5.547044,-73.349235,apartamento,$531.000.000,Entre 5 y 10 años,137 m²,137 m²,$338.80 ,"Apartamento Dúplex con vista hacia el sur y oriente de la ciudad tiene la siguiente distribución : Primer Nivel : Entrada , sala comedor, estudio abierto, balcón, cocina abierta, 1 baño social, habitación con baño privado y tina de hidromasajes. Segundo Nivel : Escalera, estar de alcobas, zona de ropas, 3 alcobas con closet una de estas con baño privado, vestier, balcón y otra solo con baño privado y closet. El edificio cuenta con equipamiento comunal, portería 24 horas, 2 ascensores, citofonía, chut de basuras, sala de cine, gimnasio, zona de canchas deportivas , salón social y parqueadero de visitantes . Acometida general única a tanque de almacenamiento de agua potable.",5,4,4,"['Zona de lavandería', 'Piso 0', 'Deposito 1', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 0', 'Deposito 1', 'Conjunto cerrado']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Mesopotamia",MC4355277,mesopotamia,5.545703,-73.35434,apartamento,$320.000.000,Entre 10 y 20 años,101 m²,101 m²,$377.00 ,"Apartamento duplex amplio, ubicado en una exelente zona de la ciudad con varias vias de transporte cercanas, colegios, universidades y areas comerciales.Cuenta con exelente vista e iluminación .",5,4,3,"['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Cuarto de servicio', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Baños de servicio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']","['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Cuarto de servicio', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Baños de servicio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, Vereda El Porvenir",11295-M3860104,Vereda El Porvenir,,,lote,$50.000.000,Entre 0 y 5 años,0 m²,500 m²,,"Se vende lote rural a 3 minutos del centro de Tunja, con una excelente vista y vías de acceso para vivienda tipo campestre, se entrega con los puntos de los servicios.
",3,,,"['Tipo de lote lote vacío', 'Area lote 500 m²']","['Tipo de lote lote vacío', 'Area lote 500 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Villas del NOrte",MC4662877,Villas del NOrte,,,apartamento,$200.000.000,Entre 5 y 10 años,66 m²,61.6 m²,$88.00 ,"Consta de 3 habitaciones con closet, dos baños con terminados y  división en vidrio, cocina integral, zona de ropa, sala y comedor independientes, tiene un cuchitril de uno por un mt2 para chécheres, a cincuenta metros de la portería, dos cuadras de la vía principal, zona comercial D1, ARA, FRUVER, colegios, universidad de Boyacá, excelente seguridad a 15 min del centro en bus",3,3,2,"['Características del parqueadero descubierto', 'Chimenea', 'Citófonos', 'Cocina integral', 'Piso en baldosa', 'Vigilancia', 'Piso 5', 'Tipo de parqueadero propio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Características del parqueadero descubierto', 'Chimenea', 'Citófonos', 'Cocina integral', 'Piso en baldosa', 'Vigilancia', 'Piso 5', 'Tipo de parqueadero propio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, Balcones Del Norte",10159-M4627038,Balcones Del Norte,,,lote,$125.000.000,Entre 0 y 5 años,78 m²,78 m²,,"Código 6997FR483 Lote esquinero ubicado al norte de la ciudad de Tunja en Balcones de Terranova, cuenta con un área de setenta y ocho metros cuadrados, seis punto cinco metros de frente por doce metros de profundidad, estrato cuatro, barrio campestre para construir casa hasta de tres pisos, precio negociable.

 
",4,,,"['Area lote 78 m²', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca transporte público']","['Area lote 78 m²', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Balcones De Don Espiritu",10159-M4581098,Balcones De Don Espiritu,5.577967,-73.341217,apartamento,$260.000.000,Entre 0 y 5 años,83 m²,80 m²,1,"VENTA DE CASA EN BALCONES DE DON ESPIRITU Codigo 696FR4648 Se vende casa sector norte de la ciudad de Tunja, consta de dos pisos, distribuidos así Primer Piso Area construida de 41.5 M2, conformada por acceso, garaje, escaleras, cocina, patio jardin comedor, sala, baño social, Segundo Piso Area construida de 41.50 M2, conformada por escaleras, hall de alcobas, tres alcobas, la principal con baño privado, baño auxiliar y balcon adicional. La orientacion de la casa permite que sea abrigada y con excelente iluminacion todo el dia. La casa se entrega con la reja metalica del garaje instalada. La casa cuenta con servicio de gas Otras tienen este servicio, y matriculas pagas del servicio de Agua y energia.  Zona en excelente expansion urbanistica y con buen servicio de transporte a pocos metros. Buenos vecinos.

 
",3,3,3,"['Baño auxiliar', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 60.3 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 60.3 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
